articleNo,articleName,tradeTypeName,dealOrWarrantPrc,rentPrc,floorInfo,area1,area2,direction,articleConfirmYmd,articleFeatureDesc,realtorName,realtorId
2533559684,더샵송도센텀하이브,월세,"2,000",120,11/29,132,63,북동향,20250621,"시티뷰,복층,잔금완납,즉시입주가능,전입불가,부가세별도",송도의아침공인중개사사무소,avess4803
2533559995,더샵송도센텀하이브,매매,"3억 5,841",,16/29,133,63,북동향,20250621,,센텀하이브부동산중개주식회사,zxczxc9114
2536568491,더샵송도센텀하이브,월세,"2,000",140,고/29,136,64,북동향,20250708,"전입X, 부별, 넓은거실, 대로뷰와 센팍뷰가 있는 복층 2룸. 역세권",송도로얄공인중개사사무소,mo4611
2533550986,더샵송도센텀하이브,월세,"2,000",140,23/29,132,63,남동향,20250621,"센트럴파크뷰,복층,전입불가",송도의아침공인중개사사무소,avess4803
2533550845,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250621,"워터프런트뷰, 복층,전입안됨,부가세별도",송도의아침공인중개사사무소,avess4803
2533504102,더샵송도센텀하이브,월세,"5,000",100,27/29,136,64,북동향,20250621,"전입O 보증금,월세 조정가능 탁트인뷰 작은방베란다",푸르지오시티공인중개사사무소,gksk458545
2533436420,더샵송도센텀하이브,월세,"2,000",130,18/29,133,63,북동향,20250621,"전입가능, 신축 복층 2룸, 역세권, 주소등록가능",부동산시월공인중개사사무소,october-real
2531363987,더샵송도센텀하이브,월세,"2,000",135,14/29,132,63,북동향,20250613,센텀첫입주 2룸 전입불가 부가세없음 더블역세권,센트로드강남공인중개사사무소,k8517500
2531738951,더샵송도센텀하이브,매매,5억 120,,21/29,136,64,남서향,20250613,유튜브영상있음 사진많음 복층 풀옵션에 사진 풍부 직장인 월세수요 집중,아름다운공인중개사사무소,dudals0220_
2533436333,더샵송도센텀하이브,월세,"2,000",130,15/29,136,64,남동향,20250621,"센팍공원뷰, 뷰맛집, 방2개, 복층, 역세권",부동산시월공인중개사사무소,october-real
2534618693,더샵송도센텀하이브,월세,"2,000",140,고/29,133,63,남동향,20250627,센텀신축 전입가능 2룸 시티뷰 무융자 역세권,센트로드강남공인중개사사무소,k8517500
2534715330,더샵송도센텀하이브,전세,3억,,저/29,136,64,남서향,20250627,"국제업무지역, 센팍역 더블역세권,신축투룸, 확트인 공원뷰,신혼부부 추천 ",센텀최고공인중개사사무소,centumproperty
2532755669,더샵송도센텀하이브,전세,"2억 8,000",,중/29,131,62,남서향,20250619,센텀신축첫입주  융무 2룸 막힘없는호수뷰 더블역세권,센트로드강남공인중개사사무소,k8517500
2534619027,더샵송도센텀하이브,월세,"3,000",140,중/29,131,62,남서향,20250627,센텀신축 2룸 전입불가 부가세별도 호수뷰 수납넓은다락방 역세권,센트로드강남공인중개사사무소,k8517500
2533483368,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250621,"멋진 호수뷰,남서향,개방감좋음,투룸복층구조,역세권오피스텔",푸른부동산공인중개사사무소,oisman8116
2533563229,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,서향,20250621,"o사이다o복층, 침실2,욕실2,보증금 조정가,수납공간 아주 많음",송도사이다공인중개사사무소,infor7979
2533540490,더샵송도센텀하이브,월세,"2,000",120,11/29,132,63,북동향,20250621,즉시입주가능 전입안됨 부가세별도 트인시티뷰 복층2룸 화장실2 생활권편리 ,부동산중개공간,gonggan_songdo2
2533485658,더샵송도센텀하이브,월세,"2,000",130,24/29,133,63,남동향,20250621,전입불가0 첫입주0 멋진시티뷰0 생활권편리0 역세권0 복층구조0,대방호수공인중개사사무소,inn313313
2533549076,더샵송도센텀하이브,월세,"2,000",120,11/29,132,63,서향,20250621,사업자 센트럴파크코너뷰 ,스카이투유공인중개사사무소,twoyoo_sd
2533486079,더샵송도센텀하이브,월세,"2,000",130,24/29,136,64,남향,20250621,호수뷰0   역세권0   복층형 구조0  첫입주0,대방호수공인중개사사무소,inn313313
2533508797,더샵송도센텀하이브,월세,"2,000",130,24/29,136,64,북동향,20250621,"전입X, 고층시티뷰, 작은방 테라스타입, 저렴월세",대방탑공인중개사사무소,daebangtop24
2533543342,더샵송도센텀하이브,월세,"2,000",120,11/29,132,63,북동향,20250621,"전입불가,즉시입주가능,부별,2룸,복층,수납공간많은다락",수정부동산공인중개사사무소,sjaj1001
2533547018,더샵송도센텀하이브,매매,"3억 9,249",,16/29,131,62,동향,20250621,센텀오피스텔 시티뷰 코너 매매,스카이투유공인중개사사무소,twoyoo_sd
2533505142,더샵송도센텀하이브,매매,"4억 5,400",,26/29,132,63,북동향,20250621,"시티뷰, 무피, 조율가능, 부가세반환",대방탑공인중개사사무소,daebangtop24
2533492855,더샵송도센텀하이브,매매,"4억 2,147",,16/29,131,62,남서향,20250621,"계약금포기,부가세반환,남서향,호수뷰,투룸복층구조,역세권오피스텔",푸른부동산공인중개사사무소,oisman8116
2533183974,더샵송도센텀하이브,매매,4억 572,,24/29,133,63,북동향,20250620,,센텀나이스공인중개사사무소,55mangaya
2533332221,더샵송도센텀하이브,월세,"2,000",150,27/29,133,63,북동향,20250620,"시티뷰,복층,전입가능사업자 둘다가능,5월중순이후 입주가능",송도의아침공인중개사사무소,avess4803
2531373146,더샵송도센텀하이브,월세,"5,000",100,18/29,136,64,북서향,20250612,저렴한 월세 전입가능 시티뷰 복층 신축 오피스텔,다온부동산공인중개사사무소,daonda2019
2533396327,더샵송도센텀하이브,월세,"2,000",120,11/29,132,63,남향,20250620,"센텀신축 첫입주, 더블역세권, 센팍 공세권, 시원한 시티뷰",센텀최고공인중개사사무소,centumproperty
2531387087,더샵송도센텀하이브,전세,"2억 3,000",,28/29,131,62,북동향,20250612,전세권설정 해드림 전입불가 복층 시티뷰 넓은 주차장,다온부동산공인중개사사무소,daonda2019
2531345628,더샵송도센텀하이브,월세,"2,000",140,21/29,136,64,북동향,20250612,센텀신축 사업자 전입불가 부가세별도 2룸 역세권,센트로드강남공인중개사사무소,k8517500
2533420483,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250621,"남서향,투룸,복층,부가세별도,전입불가",금빛미소부동산공인중개사사무소,m8220709
2531380612,더샵송도센텀하이브,월세,"2,000",120,19/29,131,62,북서향,20250612,신축 복층 오피스텔 시티뷰 넓은 주차장 입주협의 가능,다온부동산공인중개사사무소,daonda2019
2533446043,더샵송도센텀하이브,월세,"1,500",120,26/29,132,63,동향,20250621,"시티뷰,부가세별도,줄눈o,사업자,방2,화2,다락방,수납공간넓음",수부동산공인중개사사무소,ssoo8809
2531353701,더샵송도센텀하이브,월세,"1,300",110,15/29,131,62,북서향,20250612,신축 복층투룸 풀에어컨 부별 깔끔한 인테리어 거실에서 베란다 간섭없음,다온부동산공인중개사사무소,daonda2019
2534625257,더샵송도센텀하이브,월세,"2,000",120,고/29,132,63,북향,20250627,"탁트인고층, 더블역세권, 시티뷰, 부별, 복층형투룸",힐스카이공인중개사사무소,sonhag1365
2534985074,더샵송도센텀하이브,월세,"2,000",130,20/29,132,63,남서향,20250630, 전입불가 방2 화장실2 복층구조  호수뷰 ,부자 공인중개사사무소,
2534291367,더샵송도센텀하이브,월세,"2,000",120,11/29,132,63,남동향,20250625,"등기완료 즉시 입주가능 방2화2 복층형,호수뷰,전입가능,역세권,",송도나이스공인중개사사무소,b7217300
2534391229,더샵송도센텀하이브,전세,3억,,중/29,131,62,남서향,20250626,센텀신축첫입주 2룸 융무 시티뷰 수납넓은다락방 역세권,센트로드강남공인중개사사무소,k8517500
2533383507,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250620,"신축첫입주,복층,남서향호수뷰,부가세별도,사업자",행복드림공인중개사사무소,yookm2450
2534610397,더샵송도센텀하이브,전세,"2억 2,000",,28/29,131,62,북동향,20250627,"더블 역세권, 전입x, 전입 할 경우 2.5억, 융자 없음",송도에이스공인중개사사무소,ace760603
2533306927,더샵송도센텀하이브,월세,"1,300",110,15/29,131,62,북서향,20250620,즉시입주가능 전입x 세금계산서발행조건 복층2룸 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2
2533396078,더샵송도센텀하이브,매매,4억 790,,10/29,133,63,남서향,20250620,"마이너스7천만원,호수뷰,바다뷰,첫입주오피스텔",송도대방공인중개사사무소,ppisuni721224
2533306658,더샵송도센텀하이브,매매,"4억 1,990",,10/29,133,63,남서향,20250620,"계약금포기,부가세반환,추가지급완벽한 호수뷰로 제일좋은13호,복층오피스텔",송도대방공인중개사사무소,ppisuni721224
2533345634,더샵송도센텀하이브,매매,"4억 7,790",,10/29,133,63,남서향,20250620,"추천급매,프리미엄협의,초역세권,워터프런트호수,시티조망,상권편리",송도SK정문공인중개사사무소,f8178080
2533304015,더샵송도센텀하이브,월세,"1,000",130,23/29,136,64,남서향,20250620,"첫입주 시원한뷰 부가세별도 ,복층구조,역세권",송도대방공인중개사사무소,ppisuni721224
2533281817,더샵송도센텀하이브,월세,"2,000",120,13/29,131,62,남서향,20250620,,워커힐공인중개사사무소,u2readers
2533279368,더샵송도센텀하이브,월세,"2,000",130,24/29,133,63,북동향,20250620,"사업자,부가세선택,다락방,수납공간많아요, 단기가능",대방탑공인중개사사무소,daebangtop24
2533075375,더샵송도센텀하이브,월세,"2,000",140,26/29,132,63,북동향,20250619,"시티뷰,센팍뷰,복층,풀에어컨,전입안됨,부가세별도",송도의아침공인중개사사무소,avess4803
2533074548,더샵송도센텀하이브,월세,"1,500",140,22/29,131,62,남서향,20250619,"워터프런트뷰,복층,풀에어컨,층고높아 개방감좋음",송도의아침공인중개사사무소,avess4803
2533119944,더샵송도센텀하이브,월세,"2,000",140,21/29,136,64,남서향,20250619,"부별,전입불가,호수뷰,복층,수납공간많음,역세권신축첫입주",송도이지공인중개사사무소,songdoeasy
2533265066,더샵송도센텀하이브,매매,"4억 9,590",,22/29,131,62,북동향,20250620,무피 첫입주 더블역세권 고층 시티뷰 조율가능 ,스카이탑공인중개사사무소,j4380000
2533221631,더샵송도센텀하이브,월세,"1,500",130,11/29,132,63,서향,20250620,"o사이다o 복층, 침실2,욕실2, 전입 가능, 수납공간 아주 많음",송도사이다공인중개사사무소,infor7979
2533220158,더샵송도센텀하이브,매매,"4억 2,620",,23/29,128,61,서향,20250620,"무피, 신축, 역세권도보10분, 공원뷰, 호수뷰,",송도에이스공인중개사사무소,ace760603
2533112809,더샵송도센텀하이브,월세,"2,000",140,22/29,133,63,동향,20250619,전입X 사업자 조율가능 멋진시티뷰 복층 넓은 수납공간,아크베이한길공인중개사사무소,hangil834557
2533278516,더샵송도센텀하이브,월세,"1,500",120,26/29,132,63,북동향,20250620,"고층시티뷰, 사업자, 부별, 저렴한 월세, 줄눈",대방탑공인중개사사무소,daebangtop24
2533111417,더샵송도센텀하이브,월세,"2,000",140,18/29,133,63,남서향,20250619,부별 일임사 전입불가 워터프론트호수뷰 신축2룸 역세권,아크베이한길공인중개사사무소,hangil834557
2533074026,더샵송도센텀하이브,월세,"2,000",150,25/29,131,62,북동향,20250619,"시티뷰,복층오피스텔,풀에어컨,일반임대사업자,부가세별도",송도의아침공인중개사사무소,avess4803
2533262711,더샵송도센텀하이브,매매,"3억 6,279",,16/29,131,62,동향,20250620,계포.부포 추가마피. 역세권  공원뷰와 시티뷰 복층구조,송도이루다공인중개사사무소,ss7248787
2533074771,더샵송도센텀하이브,월세,"1,300",110,15/29,131,62,서향,20250619,"워터프런트뷰,복층,2층수납공간많음,풀에어컨,사업자,부가세별도",송도의아침공인중개사사무소,avess4803
2533257960,더샵송도센텀하이브,월세,"2,000",120,15/29,136,64,남동향,20250620,복층구조 멋진시티뷰  입지좋음 생활권편리한 단지로 추천매물,송도이루다공인중개사사무소,ss7248787
2533075746,더샵송도센텀하이브,월세,"2,000",150,28/29,133,63,북동향,20250619,"시티뷰,센팍뷰,복층,풀에어컨,부가세별도,티비,냉장고,세탁기,건조기,침대,",송도의아침공인중개사사무소,avess4803
2533105108,더샵송도센텀하이브,월세,"2,000",140,13/29,133,63,남동향,20250619,전입가능 세대 시티뷰,센텀로또공인중개사사무소,hrg7732
2533104157,더샵송도센텀하이브,월세,"2,000",130,15/29,136,64,남동향,20250619,전입불가 시티뷰,센텀로또공인중개사사무소,hrg7732
2533161259,더샵송도센텀하이브,월세,"2,000",130,26/29,132,63,북동향,20250619,"신축, 방2개, 복층형, 뷰맛집, 시티뷰, 빠른입주가능",부동산시월공인중개사사무소,october-real
2533033279,더샵송도센텀하이브,전세,3억,,14/29,132,63,북동향,20250619,"시티뷰,복층,풀에어컨,가격협의가능",송도의아침공인중개사사무소,avess4803
2531155188,더샵송도센텀하이브,월세,"2,000",140,18/29,133,63,남서향,20250611,센텀첫입주 2룸 전면호수뷰 전입불가 부가세별도 역세권,센트로드강남공인중개사사무소,k8517500
2533073304,더샵송도센텀하이브,월세,"2,000",130,15/29,136,64,남향,20250619,"워터프런트뷰, 센트럴파크역 근처, 복층, 풀에어컨,전입불가,부가세별도",송도의아침공인중개사사무소,avess4803
2533013188,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250619,시원한호수뷰 남서향 방2화2 더블역세권 신축첫입주 전입은불가,윤슬공인중개사사무소,iisuk6211
2533073078,더샵송도센텀하이브,전세,3억,,15/29,136,64,남향,20250619,"워터프런트뷰, 복층, 풀에어컨,가격조정가능",송도의아침공인중개사사무소,avess4803
2533054760,더샵송도센텀하이브,전세,"2억 5,000",,20/29,132,63,북동향,20250619,"복층,시티뷰,수납공간많음,복층,역세권신축첫입주",송도이지공인중개사사무소,songdoeasy
2531072337,더샵송도센텀하이브,월세,"2,000",130,11/29,132,63,북동향,20250611,전입불가 복층형투룸 풀에어컨 수납공간 좋은 곳 아름다운 도시뷰,다온부동산공인중개사사무소,daonda2019
2533048439,더샵송도센텀하이브,전세,"2억 5,000",,18/29,136,64,북동향,20250619,"복층,저렴전세선점필수,역세권,수납공간많음,방2,신축첫입주",송도이지공인중개사사무소,songdoeasy
2533073559,더샵송도센텀하이브,월세,"2,500",130,21/29,131,62,서향,20250619,"워터프런트뷰,복층,풀에어컨,센트럴파크역 인접,전입가능",송도의아침공인중개사사무소,avess4803
2533012284,더샵송도센텀하이브,월세,"1,000",130,23/29,132,63,북동향,20250619,고층시티뷰 저렴한월세 신축첫입주 복층형층고 방2화2 전입불가,윤슬공인중개사사무소,iisuk6211
2533016345,더샵송도센텀하이브,월세,"2,000",150,27/29,133,63,북동향,20250619,고층시티뷰 복층형층고 전입가능 방2화2 풀에어컨,윤슬공인중개사사무소,iisuk6211
2533072943,더샵송도센텀하이브,월세,"1,300",110,15/29,131,62,남서향,20250619,"호수뷰,사업자,부가세별도,복층,수납공간많아요,신축첫입주",송도이지공인중개사사무소,songdoeasy
2531076794,더샵송도센텀하이브,전세,"2억 7,000",,14/29,132,63,북서향,20250611,옵션 세탁기 냉장고 풀에 아름다운 도시뷰 막힘없는 뷰,다온부동산공인중개사사무소,daonda2019
2531129056,더샵송도센텀하이브,월세,"2,000",120,18/29,133,63,북동향,20250611,전입 가능한 귀한 매물로 개방감 좋아요,타워공인중개사사무소,a4330020
2531075025,더샵송도센텀하이브,월세,"2,000",130,14/29,132,63,남동향,20250611,신축 복층투룸 풀에어컨 부별 확트인시티뷰 넉넉한 수납공간,다온부동산공인중개사사무소,daonda2019
2533020365,더샵송도센텀하이브,매매,"4억 2,886",,27/29,136,64,남동향,20250619,역세권 신축첫입주 방2화2 복층 워터프론트뷰,센텀나이스공인중개사사무소,55mangaya
2533057869,더샵송도센텀하이브,월세,"1,000",130,23/29,132,63,북동향,20250619,"전입불가,일임사,역세권,복층,수납공간많음,센팍뷰",송도이지공인중개사사무소,songdoeasy
2531060903,더샵송도센텀하이브,월세,"2,000",130,21/29,136,64,남서향,20250611,전입X 부가세X 신축 복층투룸 풀에어컨 넉넉한 수납공간,다온부동산공인중개사사무소,daonda2019
2533041144,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,북서향,20250619,"융무,전입가능,냉장고,세탁기,건조기,역세권첫입주,복층,투룸,수납공간많음",송도이지공인중개사사무소,songdoeasy
2533073755,더샵송도센텀하이브,월세,"2,000",140,21/29,136,64,북동향,20250619,"시티뷰와 센팍뷰,복층,풀에어컨,복층,전입불가,부가세별도",송도의아침공인중개사사무소,avess4803
2530864370,더샵송도센텀하이브,월세,"2,000",120,12/29,136,64,북동향,20250611,사업자 있는 호실으로 주거형 사무실  필요한 분에게 적극 추천합니다,타워공인중개사사무소,a4330020
2534226092,더샵송도센텀하이브,매매,"4억 9,590",,고/29,131,62,북동향,20250625,,윤슬공인중개사사무소,iisuk6211
2534170168,더샵송도센텀하이브,전세,3억,,고/29,133,63,남동향,20250625,센텀신축 무융자 2룸 시티뷰 신혼부부강추 역세권,센트로드강남공인중개사사무소,k8517500
2534203744,더샵송도센텀하이브,월세,"2,000",140,고/29,136,64,북동향,20250625,B3타입 국제업무지구시티뷰 작은방테라스 전입불가,윤슬공인중개사사무소,iisuk6211
2534202469,더샵송도센텀하이브,월세,"2,000",140,중/29,132,63,남동향,20250625,눈높이맞춤 센트럴파크뷰  복층형구조 전입불가,윤슬공인중개사사무소,iisuk6211
2533017041,더샵송도센텀하이브,월세,"1,000",130,23/29,132,63,북동향,20250619,센트럴파크뷰 I 방2화2 I 전입불가 I 사업자 I 부별 I 신혼부부추 ,명가공인중개사사무소,smg8878
2533022206,더샵송도센텀하이브,매매,"4억 5,070",,19/29,133,63,남동향,20250619,무피o방2.화장실2.복층o서비스면적최고o워터프런트호수바로o역세권입지최고,수정부동산공인중개사사무소,sjaj1001
2533023398,더샵송도센텀하이브,매매,"3억 6,249",,16/29,131,62,북동향,20250619,"계포,부포,추가마피,시티뷰,첫입주,2룸,복층,수납공간많은다락",수정부동산공인중개사사무소,sjaj1001
2533124119,더샵송도센텀하이브,매매,"3억 9,147",,16/29,131,62,남서향,20250619,"남서향,투룸,복층,계약금포기,부가세환급",금빛미소부동산공인중개사사무소,m8220709
2533062576,더샵송도센텀하이브,전세,"2억 4,000",,27/29,222,106,북서향,20250619,융무. 커튼 세탁기 건조기 추가 설치 예정.,웰사랑부동산공인중개사사무소,a8345858
2533109976,더샵송도센텀하이브,매매,"4억 3,610",,16/29,131,62,남동향,20250619,멋진시티뷰 투룸 복층 역세권 대단지복합업무시설,스카이탑공인중개사사무소,j4380000
2533042896,더샵송도센텀하이브,매매,"4억 4,555",,19/29,133,63,남향,20250619,시원한 호수뷰0  복층형0  출에어컨0  첫입주0,대방호수공인중개사사무소,inn313313
2533145259,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,북서향,20250619,투룸 융무 커튼 세탁기 건조기 설치예정 역세권,조은자리공인중개사사무소,goodrec3355
2533144918,더샵송도센텀하이브,매매,"14억 6,180",,29/29,264,126,남동향,20250619,DD. 무피. 복층팬트.넓은테라스강아지강추.센팍파노라마뷰.포괄양도양수,부동산다름공인중개사사무소,7kbj169
2533020632,더샵송도센텀하이브,매매,"4억 5,400",,26/29,132,63,북동향,20250619,"신축첫입주o복층형투룸,화장실2o테라스o역세권o금액조정가능",수정부동산공인중개사사무소,sjaj1001
2533001878,더샵송도센텀하이브,매매,"4억 3,011",,10/29,133,63,남서향,20250619,"계약금 포기, 부가세 포기 ,호수뷰, 복층",SK최고공인중개사사무소,4031004okokok
2533066426,더샵송도센텀하이브,월세,1억,450,29/29,264,126,남서향,20250619,"고급형 펜트하우스방3, 욕실2, 호수뷰,일반임대사업자 전입X,부별",송도AT더샵메종플레르부동산공인중개사사무소,cnthaggu
2533048235,더샵송도센텀하이브,매매,"5억 1,240",,28/29,133,63,남동향,20250619,"무피,고층위치굿,투룸복층,국제업무지구역,센트럴파크공원인근",푸른부동산공인중개사사무소,oisman8116
2533056296,더샵송도센텀하이브,매매,"4억 4,073",,16/29,133,63,남향,20250619,시원한 호수뷰0   복층형0   풀애어컨0   인덕션0  ,대방호수공인중개사사무소,inn313313
2532993113,더샵송도센텀하이브,월세,"1,000",130,23/29,132,63,북동향,20250619,"전입불가,시티뷰,사업자,2룸,복층,수납공간좋은다락",수정부동산공인중개사사무소,sjaj1001
2530592925,더샵송도센텀하이브,월세,"2,000",130,20/29,132,63,남동향,20250610,센텀신축첫입주 2룸 시티뷰 전입불가 부가세없음 역세권,센트로드강남공인중개사사무소,k8517500
2532805108,더샵송도센텀하이브,월세,"5,000",100,23/29,128,61,남서향,20250618,"굿딜추천, 전입가능, 답답하지 않은 고층뷰, 전용19P 복층구조",굿딜공인중개사사무소,
2530338115,더샵송도센텀하이브,월세,"1,500",110,21/29,133,63,남서향,20250610,센텀하이브 저렴한 임대료 편리한 주변 인프라 신축 오피스텔로 옮겨보세요,부동산대통령공인중개사사무소,8813004
2530888216,더샵송도센텀하이브,월세,"2,000",120,11/29,132,63,북동향,20250610,전입 신축 복층투룸 풀에어컨 넉넉한 수납공간,다온부동산공인중개사사무소,daonda2019
2530858625,더샵송도센텀하이브,월세,"1,500",130,11/29,132,63,남서향,20250610,감동적인 뷰 착한 임대료 신축 오피스텔 센텀하이브,부동산대통령공인중개사사무소,8813004
2532935019,더샵송도센텀하이브,월세,"1,000",130,16/29,133,63,남서향,20250619,"첫입주, 복층구조, 전입가능,국제업무지구역,방2,욕2,수납공간많음",부동산다름공인중개사사무소,7kbj169
2531142886,더샵송도센텀하이브,매매,"3억 8,804",,11/29,132,63,남서향,20250611,"계포,추가4천만원,제일저렴한물건,호수뷰",송도대방공인중개사사무소,ppisuni721224
2530899388,더샵송도센텀하이브,월세,"2,000",120,15/29,136,64,남동향,20250610,부가세 별도 신축 복층투룸 풀에어컨 넉넉한 수납공간,다온부동산공인중개사사무소,daonda2019
2532935785,더샵송도센텀하이브,매매,"4억 3,011",,10/29,133,63,남서향,20250619,계약금포기0 부가세포기0 아라공원뷰0 호수뷰0 복층구조0 더블역세권0,대방호수공인중개사사무소,inn313313
2532970532,더샵송도센텀하이브,매매,"3억 9,654",,15/29,136,64,서향,20250619,센텀오피스텔 시티뷰 코너 매매,스카이투유공인중개사사무소,twoyoo_sd
2530891542,더샵송도센텀하이브,월세,"1억 1,000",40,19/29,131,62,북동향,20250610,전입불가 복층형투룸 풀에어컨 수납공간 좋은 곳 아름다운 도시뷰,다온부동산공인중개사사무소,daonda2019
2533904780,더샵송도센텀하이브,월세,"1,000",120,중/29,132,63,남서향,20250624,"국제업무지구역 초역세권,신축 투룸,화2,복층, 최고의 뷰와 입지",센텀최고공인중개사사무소,centumproperty
2534279838,더샵송도센텀하이브,월세,"5,000",100,고/29,132,63,남향,20250625,복층투룸 I 전입가능 I 보증금월세조정가능 I 센트럴파크역 I 첫입주,흙부동산공인중개사사무소,insookgi-999
2533941191,더샵송도센텀하이브,전세,3억,,고/29,136,64,남서향,20250624,센텀신축첫입주 2룸 전면호수뷰 수납장많은다락방 역세권,센트로드강남공인중개사사무소,k8517500
2534280751,더샵송도센텀하이브,월세,"2,000",120,중/29,131,62,북동향,20250625,복층형투룸 I 전입불가 I 부가세별도 I 첫입주 I 국제업무지구역,흙부동산공인중개사사무소,insookgi-999
2534027909,더샵송도센텀하이브,전세,"2억 5,000",,중/29,132,63,남향,20250624,"센텀 신축 방2,화2,더블역세권,환상적인 파노라마 시티뷰",센텀최고공인중개사사무소,centumproperty
2534015361,더샵송도센텀하이브,월세,"2,000",120,중/29,133,63,남향,20250624,"센텀 신축 방2 화2,더블역세권,환상적인 파노라마 시티뷰",센텀최고공인중개사사무소,centumproperty
2532912725,더샵송도센텀하이브,매매,"4억 5,460",,26/29,132,63,북동향,20250618,부가세포기0  초역세권0  멋진시티뷰0  첫입주0,대방호수공인중개사사무소,inn313313
2532847861,더샵송도센텀하이브,전세,"2억 7,000",,14/29,132,63,북동향,20250618,융무 전입가능 복층2룸 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2
2532861743,더샵송도센텀하이브,매매,"14억 6,180",,29/29,264,126,남동향,20250618,"무피  펜트,복층구조  , 넓은테라스, ",힐SK복있는부동산공인중개사사무소,222kw
2532546653,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250617,"예쁜 호수뷰와 오션뷰, 가장선호하는뷰, 전입불가, 부별 ",에이원공인중개사사무소,aone8222
2532808573,더샵송도센텀하이브,매매,"4억 6,830",,16/29,131,62,남서향,20250618,"초급매,프리미엄협의,2룸복층,남서향 호수뷰,부가세환급조건,초역세권",송도SK정문공인중개사사무소,f8178080
2532832262,더샵송도센텀하이브,월세,"2,000",150,13/29,133,63,동향,20250618,"더블역세권,복층,편의시설최상",에이스부동산공인중개사사무소,s2330123s
2532608770,더샵송도센텀하이브,전세,"2억 8,500",,24/29,136,64,북동향,20250617,국제업무지구역세권 신축첫입주 방2화2 복층 시티뷰,센텀나이스공인중개사사무소,55mangaya
2532847439,더샵송도센텀하이브,월세,"2,000",150,11/29,132,63,남서향,20250618,전입안됨 부별 신축첫입주 테라스 복층2룸 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2
2532545848,더샵송도센텀하이브,매매,"4억 2,147",,16/29,131,62,남서향,20250617,"계약금포기, 부가세반환, 예쁜 호수뷰와 오션뷰, 가장선호하는뷰",에이원공인중개사사무소,aone8222
2532542008,더샵송도센텀하이브,월세,"2,000",150,11/29,132,63,남서향,20250617,"첫입주, 막히지않은 예쁜 호수와 오션뷰, 국제업무지구역세권단지",에이원공인중개사사무소,aone8222
2532780146,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,남서향,20250618,융자무. 역세권2룸 세탁기건조기 커튼옵션 첫입주.실입주추천,송도이루다공인중개사사무소,ss7248787
2532608867,더샵송도센텀하이브,월세,"2,000",150,11/29,132,63,남서향,20250617,"워터프런트뷰, 센트럴파크역 인접, 복층, 풀에어컨,사업용, 전입불가,부별",송도의아침공인중개사사무소,avess4803
2532546168,더샵송도센텀하이브,월세,"2,000",140,19/29,133,63,남서향,20250617,"멋진 오션뷰와 호수뷰, 제일 선호하는 라인,트리플역세권, 복층",에이원공인중개사사무소,aone8222
2532553262,더샵송도센텀하이브,월세,"1,000",130,23/29,132,63,북동향,20250617,"막히지않은 시티뷰, 전입불가, 국제업무지구역세권, 편리한상권",에이원공인중개사사무소,aone8222
2532557107,더샵송도센텀하이브,월세,"2,000",130,15/29,136,64,남향,20250617,I 부가세별도 I 호수뷰 I 센트럴파크공원뷰 I 신규입주 I,송도태평양공인중개사사무소,p8316965
2532847566,더샵송도센텀하이브,월세,"2,000",130,15/29,136,64,남동향,20250618,전입안됨 부별 복층2룸 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2
2532772500,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250618,"투룸,복층,남서향,호수뷰,전입불가,부가세별도,신축,국제업무단지역,초역세권",수부동산공인중개사사무소,ssoo8809
2532603073,더샵송도센텀하이브,월세,"2,000",150,23/29,132,63,서향,20250617,전입불가 풀에 융무 신축2룸 역세권 ,아크베이한길공인중개사사무소,hangil834557
2532558090,더샵송도센텀하이브,전세,3억,,26/29,132,63,북동향,20250617,I 전입가능 I 다락방 I 센트럴파크역인접 I 신규입주 I,송도태평양공인중개사사무소,p8316965
2532608762,더샵송도센텀하이브,월세,"2,000",140,25/29,131,62,북동향,20250617,"시티뷰,복층,센트럴파크역 근처,일반사업자,부가세별도",송도의아침공인중개사사무소,avess4803
2532547918,더샵송도센텀하이브,매매,"3억 9,620",,23/29,128,61,북서향,20250617,"마피3천, 부가세반환조건, 복층구조, 국제업무지구역세권단지",에이원공인중개사사무소,aone8222
2532847695,더샵송도센텀하이브,월세,"2,000",150,26/29,132,63,북동향,20250618,전입가능 커텐 줄눈 시티뷰 복층2룸 화장실2 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2
